yyyyddd, (0) Northern_Hemisphere, (1) Beaufort_Sea, (2) Chukchi_Sea, (3) East_Siberian_Sea, (4) Laptev_Sea, (5) Kara_Sea, (6) Barents_Sea, (7) Greenland_Sea, (8) Baffin_Bay_Gulf_of_St._Lawrence, (9) Canadian_Archipelago, (10) Hudson_Bay, (11) Central_Arctic, (12) Bering_Sea, (13) Baltic_Sea, (14) Sea_of_Okhotsk, (15) Yellow_Sea, (16) Cook_Inlet
 2015094,14346396.85, 1074998.39,  965251.51, 1089543.44,  894771.33,  929328.53,  536516.37,  600965.22, 1670783.63,  853656.72, 1261449.56, 3248746.43,  633037.94,    9290.21,  575606.73,       0.00,     490.70
 2015095,14302736.00, 1074998.39,  965251.51, 1089543.44,  894771.33,  925497.09,  554090.43,  583819.40, 1633820.61,  853656.72, 1261449.56, 3248746.43,  610287.39,   12678.45,  591674.43,       0.00,     490.70
 2015096,14354131.75, 1074998.39,  965251.51, 1089543.44,  894771.33,  923888.21,  598085.20,  584441.54, 1631056.57,  853656.72, 1261449.56, 3248746.43,  617124.29,   12678.45,  595989.30,       0.00,     490.70
 2015097,14376398.85, 1074998.39,  965251.51, 1089543.44,  894771.33,  923888.21,  577957.42,  598698.56, 1658871.05,  853656.72, 1261449.56, 3248746.43,  617124.29,   12678.45,  595989.30,       0.00,     490.70
 2015098,14266668.62, 1074998.39,  965251.51, 1089543.44,  894771.33,  920841.71,  519350.82,  600178.02, 1636031.71,  853656.72, 1261449.56, 3248746.43,  602290.61,   11781.91,  585246.81,       0.00,     490.70
 2015099,14261737.02, 1074998.39,  965251.51, 1089543.44,  894771.33,  920841.71,  519350.82,  603235.50, 1630857.91,  853656.72, 1261449.56, 3248746.43,  579166.47,   11781.91,  605555.67,       0.00,     490.70
 2015100,14284499.51, 1074998.39,  965251.51, 1089543.44,  894771.33,  911772.53,  505064.39,  581851.68, 1655584.72,  853656.72, 1261449.56, 3248746.43,  603840.64,   11781.91,  623656.62,       0.00,     490.70
 2015101,14350358.54, 1074998.39,  965251.51, 1089543.44,  894771.33,  919677.91,  500868.77,  589874.14, 1680827.11,  853656.72, 1261449.56, 3248757.75,  618908.30,   11863.50,  637459.28,       0.00,     490.70
 2015102,14373687.47, 1074998.39,  965251.51, 1089543.44,  894771.33,  922883.85,  506512.19,  670439.92, 1613948.99,  853656.72, 1261449.56, 3248953.61,  618908.30,   11863.50,  637459.28,       0.00,     490.70
 2015103,14311565.97, 1074998.39,  965251.51, 1089543.44,  894771.33,  921611.59,  494022.16,  635062.92, 1601533.52,  853656.72, 1261449.56, 3243503.86,  622532.48,   11863.50,  639262.87,       0.00,     490.70
 2015104,14292128.77, 1074998.39,  965251.51, 1089543.44,  894771.33,  923064.29,  467693.40,  634773.06, 1596676.11,  853656.72, 1261449.56, 3244226.85,  642445.94,   11863.50,  629297.32,       0.00,     490.70
 2015105,14093846.22, 1074998.39,  965251.51, 1089543.44,  894771.33,  921837.26,  402609.63,  575358.59, 1576432.27,  853656.72, 1261160.32, 3222848.50,  654030.62,   11863.50,  587093.61,       0.00,     490.70
 2015106,14046980.43, 1074998.39,  965251.51, 1089543.44,  894771.33,  917706.92,  387773.75,  576009.77, 1568144.84,  853656.72, 1258837.52, 3219794.55,  652119.27,    9316.44,  576675.35,       0.00,     489.70
 2015107,14145131.35, 1074998.39,  965251.51, 1089543.44,  894771.33,  920061.06,  404470.21,  656711.91, 1566442.96,  853656.72, 1258837.52, 3220727.17,  651286.72,    9316.44,  576675.35,       0.00,     489.70
 2015109,14130828.99, 1074998.39,  965251.51, 1089543.44,  894771.33,  923198.15,  398310.51,  634429.72, 1566393.45,  853656.72, 1258837.52, 3220727.17,  661911.13,    9316.44,  577102.90,       0.00,     489.70
 2015110,14104800.80, 1074998.39,  965251.51, 1089543.44,  894771.33,  916830.26,  386218.77,  639795.92, 1549452.40,  853656.72, 1261449.56, 3223415.45,  678172.32,    9316.44,  559547.67,       0.00,     489.70
 2015111,14067411.36, 1074998.39,  965251.51, 1089543.44,  889323.78,  915534.61,  375978.91,  630849.38, 1564325.13,  853656.72, 1261449.56, 3232420.63,  664891.88,    9240.69,  537558.07,       0.00,     489.70
 2015112,14072456.92, 1074998.39,  965251.51, 1089543.44,  889158.70,  909277.90,  373195.57,  642302.02, 1570785.97,  853656.72, 1261449.56, 3233711.26,  656939.48,   10354.88,  539442.85,       0.00,     489.70
 2015113,14047621.97, 1074998.39,  965251.51, 1089543.44,  889486.05,  909090.65,  373195.57,  644628.29, 1562013.97,  853656.72, 1261449.56, 3233780.51,  653503.26,    8595.13,  526040.24,       0.00,     489.70
 2015114,13976553.77, 1074998.39,  965251.51, 1089543.44,  887213.07,  913621.04,  361167.26,  649048.74, 1564241.98,  853656.72, 1261449.56, 3235553.67,  653503.26,    8595.13,  456309.05,       0.00,     489.70
 2015115,13771377.41, 1065283.60,  965251.51, 1089543.44,  894659.75,  930295.19,  372770.58,  609442.90, 1508039.06,  853656.72, 1246033.71, 3234206.33,  584040.03,    8195.84,  407557.83,       0.00,     489.70
 2015116,13737517.06, 1059025.52,  965251.51, 1089543.44,  894659.75,  930616.66,  414998.59,  602236.80, 1472316.88,  853653.47, 1236723.36, 3237607.53,  553001.07,    4273.70,  421224.58,       0.00,     489.70
 2015117,13701328.46, 1051569.98,  965251.51, 1089543.44,  894659.75,  931129.00,  413086.99,  601900.60, 1465551.68,  853653.47, 1236723.36, 3238325.67,  543027.71,    4273.70,  410218.39,       0.00,     489.70
 2015118,13512654.26, 1060085.14,  964403.25, 1089543.44,  894659.75,  932111.18,  435590.95,  602063.08, 1366539.76,  853656.72, 1238385.47, 3244007.24,  462335.37,    4235.69,  362623.99,       0.00,     489.70
 2015119,13459738.79, 1074996.22,  965205.17, 1089543.44,  894659.75,  934121.58,  451672.89,  604486.26, 1343769.01,  853656.72, 1236402.08, 3244882.32,  412528.38,    4164.29,  347202.85,       0.00,     489.70
 2015120,13401994.49, 1074996.22,  965205.17, 1089095.81,  894770.20,  934121.58,  451672.89,  595530.54, 1325276.59,  853656.72, 1231011.04, 3244882.32,  405031.70,    4164.29,  330131.60,       0.00,     489.70
 2015121,13364767.25, 1074996.22,  965205.17, 1089095.81,  894770.20,  933363.75,  437666.83,  579359.02, 1327708.31,  853656.72, 1231083.74, 3241701.73,  402250.84,    4164.29,  327296.81,       0.00,     489.70
 2015122,13404575.03, 1074996.22,  965205.17, 1089095.81,  894770.20,  933363.75,  437666.83,  581960.34, 1364716.07,  853656.72, 1231282.43, 3241701.73,  402250.84,    4164.29,  327296.81,       0.00,     489.70
 2015123,13455291.00, 1074996.22,  965205.17, 1089095.81,  894770.20,  922672.63,  448630.69,  650148.02, 1363708.90,  853656.72, 1231282.43, 3244262.92,  400343.61,    4164.29,  309905.56,       0.00,     489.70
 2015124,13423672.82, 1074996.22,  965251.51, 1089095.81,  894770.20,  922672.63,  448630.69,  630797.76, 1354730.95,  853656.72, 1233637.27, 3244262.92,  386827.70,    4164.29,  317730.32,       0.00,     489.70
 2015125,13364577.21, 1074996.22,  965251.51, 1089095.81,  894770.20,  920131.67,  438049.74,  605327.75, 1344024.94,  853656.72, 1237606.20, 3244262.92,  372462.16,    4164.29,  318329.27,       0.00,     489.70
 2015126,13123341.31, 1074996.22,  965251.51, 1089543.44,  894771.33,  921175.20,  408624.56,  593982.13, 1262906.51,  853656.72, 1236279.47, 3244414.71,  301893.49,     544.69,  272871.34,       0.00,     489.70
 2015127,13064085.02, 1074996.22,  965251.51, 1089543.44,  894771.33,  920986.82,  402743.61,  596220.97, 1257361.29,  853656.72, 1259026.49, 3248023.22,  274998.43,      90.50,  224399.33,       0.00,      53.86
 2015128,13052785.73, 1074996.22,  964053.49, 1089543.44,  894771.33,  920986.82,  402750.03,  601195.06, 1250992.88,  853656.72, 1259026.49, 3248023.22,  266285.05,      90.50,  224399.33,       0.00,      53.86
 2015129,13046674.63, 1074996.22,  964053.49, 1089543.44,  894771.33,  920986.82,  402750.03,  600527.42, 1237986.22,  853656.72, 1259907.55, 3248023.22,  269755.73,      90.50,  227610.80,       0.00,      53.86
 2015130,12999280.57, 1060942.16,  964053.49, 1089543.44,  894771.33,  914449.66,  398640.44,  595496.90, 1226469.39,  853656.72, 1258081.43, 3237388.64,  274449.08,      90.50,  229232.24,       0.00,      53.86
 2015131,12860635.42, 1050518.29,  961960.73, 1089543.44,  894771.33,  909317.66,  351304.04,  595848.71, 1209261.38,  837741.43, 1258670.53, 3236319.66,  243540.80,      90.50,  219785.63,       0.00,       0.00
 2015132,12709368.88, 1039637.47,  963586.22, 1089543.44,  894771.33,  901806.41,  328911.34,  589108.27, 1196266.81,  833368.44, 1208534.70, 3234837.27,  231671.86,      90.50,  195273.54,       0.00,       0.00
 2015133,12666308.79, 1039077.27,  953738.61, 1089543.44,  894771.33,  898941.40,  326122.07,  595782.99, 1179110.89,  833368.44, 1190226.90, 3235586.60,  237317.93,      90.50,  190631.22,       0.00,       0.00
 2015134,12768754.07, 1039077.27,  952706.41, 1089543.44,  894771.33,  910122.74,  341783.97,  655360.06, 1189111.01,  833368.44, 1190224.86, 3234586.19,  241335.08,      90.50,  194671.35,       0.00,       0.00
 2015135,12716540.21, 1037608.77,  940572.24, 1089543.44,  894771.33,  908781.66,  333215.84,  663062.35, 1197651.45,  823791.08, 1189880.30, 3234586.19,  206345.73,      90.50,  194671.35,       0.00,       0.00
 2015136,12580445.05, 1037608.77,  929530.95, 1089543.44,  894771.33,  898393.27,  334403.78,  610925.73, 1198644.45,  834579.03, 1176660.82, 3238066.29,  154473.30,      90.50,  180787.42,       0.00,       0.00
 2015137,12550080.43, 1011678.43,  928486.84, 1089543.44,  894771.33,  882212.86,  346313.53,  595309.20, 1196876.94,  835385.83, 1191957.16, 3239638.87,  150655.98,       0.00,  185224.76,       0.00,       0.00
 2015138,12671978.40, 1011678.43,  928486.84, 1089543.44,  894771.33,  913791.29,  402824.53,  655795.17, 1196876.94,  835385.83, 1163251.55, 3239779.66,  150655.98,       0.00,  187123.30,       0.00,       0.00
 2015139,12701477.49, 1029513.07,  928486.84, 1089543.44,  894771.33,  913791.29,  402824.53,  642534.32, 1212614.70,  847611.74, 1161057.60, 3239779.66,  150655.98,       0.00,  186278.88,       0.00,       0.00
 2015140,12707264.85, 1029232.29,  928486.84, 1089543.44,  894771.33,  913791.29,  402824.53,  662256.86, 1219672.87,  847611.74, 1140334.97, 3239779.66,  150655.98,       0.00,  186278.88,       0.00,       0.00
 2015141,12638974.95, 1021222.87,  919216.14, 1089543.44,  894771.33,  913791.29,  402824.53,  653148.98, 1212464.57,  841261.27, 1131363.97, 3239779.66,  149687.46,       0.00,  167875.27,       0.00,       0.00
 2015142,12374283.01, 1012533.80,  896134.32, 1088441.08,  873388.50,  872501.86,  406653.62,  639907.59, 1170533.43,  833695.19, 1098261.50, 3239779.66,   99051.60,       0.00,  141376.69,       0.00,       0.00
 2015143,12369482.29, 1013007.28,  923737.85, 1088441.08,  873388.50,  872501.86,  406653.62,  618944.62, 1154165.32,  834450.41, 1099835.94, 3239779.66,  101175.33,       0.00,  141376.69,       0.00,       0.00
 2015144,12365682.33, 1013007.28,  923737.85, 1088441.08,  873388.50,  872501.86,  406653.62,  618944.62, 1151543.10,  834450.41, 1102966.33, 3239779.66,  101175.33,       0.00,  137068.55,       0.00,       0.00
 2015145,12341525.59, 1010754.88,  923737.85, 1088441.08,  873388.50,  872501.86,  406657.92,  618944.62, 1143199.68,  849259.91, 1074541.94, 3239779.66,  101224.99,       0.00,  137068.55,       0.00,       0.00
 2015146,12233176.61,  995182.66,  902552.52, 1088441.08,  873388.50,  881919.81,  406657.92,  611166.32, 1096657.26,  845193.16, 1061227.05, 3239779.66,  101224.99,       0.00,  127789.55,       0.00,       0.00
 2015147,11994040.25,  989476.68,  897821.07, 1088441.08,  867383.48,  800248.14,  339511.32,  611832.37, 1106363.03,  840996.68, 1052484.97, 3236134.21,   51418.16,       0.00,  109932.92,       0.00,       0.00
 2015148,11742717.63,  964988.14,  887012.20, 1088441.08,  867383.48,  767154.98,  295523.39,  599548.19, 1062224.55,  811051.12, 1043898.73, 3225108.72,   33341.94,       0.00,   95044.96,       0.00,       0.00
 2015149,11581942.06,  960290.90,  863008.11, 1088441.08,  873374.31,  785351.08,  281552.90,  552088.24, 1023978.89,  806890.52, 1015869.35, 3226386.48,   13927.31,       0.00,   88786.73,       0.00,       0.00
 2015150,11536013.18,  962022.92,  856623.27, 1086045.01,  875047.43,  780578.29,  272360.73,  534788.65, 1016718.60,  807639.52, 1015626.85, 3223835.71,   13927.31,       0.00,   88786.73,       0.00,       0.00
 2015151,11456192.01,  966458.09,  846563.36, 1086447.76,  866094.43,  771327.20,  249815.92,  514998.58, 1007830.74,  807639.52, 1011842.49, 3219840.31,   14121.98,       0.00,   91199.50,       0.00,       0.00
 2015152,11445594.87,  968392.49,  841721.75, 1081747.61,  864184.17,  764559.20,  247394.20,  532017.45, 1013814.58,  807577.98, 1006447.91, 3219480.13,   14062.46,       0.00,   82274.77,       0.00,       0.00
 2015153,11305345.88,  967038.96,  826135.02, 1075904.55,  850382.28,  757710.10,  238195.24,  523620.97,  977184.31,  794190.80,  987532.18, 3218105.93,   12368.73,       0.00,   75093.69,       0.00,       0.00
 2015154,11262697.67,  969252.89,  813415.94, 1074634.50,  850632.37,  752809.46,  236062.05,  509299.87,  976735.08,  794264.89,  983600.21, 3212777.13,   12959.78,       0.00,   74370.35,       0.00,       0.00
 2015155,11284329.89,  969314.62,  813255.35, 1074644.24,  850648.85,  752809.46,  239946.16,  525081.83,  965682.43,  794159.64,  996419.34, 3212777.13,   13027.20,       0.00,   74680.50,       0.00,       0.00
 2015156,11331453.16,  972062.58,  803411.79, 1074644.24,  850648.85,  752787.60,  240100.16,  535764.57,  985500.52,  796754.61, 1017636.41, 3212777.13,   12801.07,       0.00,   74680.50,       0.00,       0.00
 2015157,11190542.57,  972006.12,  795361.27, 1082301.32,  823660.53,  697475.33,  237263.88,  535828.39,  960025.81,  794104.49, 1006921.47, 3209994.95,    8818.90,       0.00,   64840.12,       0.00,       0.00
 2015158,11118163.80,  962398.20,  776360.80, 1079821.43,  823660.53,  684289.78,  229666.70,  554128.67,  920658.01,  791671.17, 1002470.26, 3220964.26,    7318.57,       0.00,   62827.80,       0.00,       0.00
 2015159,11189126.82,  962398.20,  776360.80, 1079821.43,  823622.82,  690689.81,  228590.59,  596628.87,  922972.62,  791671.17, 1016976.87, 3226118.91,    7381.92,       0.00,   63793.30,       0.00,       0.00
 2015160,11185940.69,  962404.72,  776343.02, 1079821.43,  823690.78,  678180.92,  227862.48,  609437.44,  922710.49,  791671.17, 1018345.47, 3222198.05,    7381.92,       0.00,   63793.30,       0.00,       0.00
 2015161,11090593.09,  953707.75,  763995.82, 1079821.43,  807143.63,  666386.92,  223984.94,  610553.00,  901078.20,  788886.54, 1007838.35, 3221401.58,    6532.17,       0.00,   57585.20,       0.00,       0.00
 2015162,11076915.00,  953054.88,  769384.29, 1081228.54,  814902.39,  657111.27,  220268.67,  594788.00,  904872.98,  792788.55, 1002312.12, 3220416.31,    6532.17,       0.00,   57577.28,       0.00,       0.00
 2015163,11049136.70,  946635.71,  771405.80, 1086265.94,  827425.24,  628421.18,  219719.20,  607298.01,  876945.77,  788608.33, 1011262.85, 3220416.31,    6532.17,       0.00,   56522.63,       0.00,       0.00
 2015164,11023514.09,  946635.71,  771405.80, 1086265.94,  827432.26,  628387.23,  219719.20,  615185.34,  841429.48,  788608.33, 1016145.38, 3220416.31,    6529.28,       0.00,   53676.28,       0.00,       0.00
 2015165,10866660.63,  957177.64,  763505.03, 1086613.53,  829566.76,  609222.03,  176646.74,  598120.68,  783595.96,  788198.65, 1006952.12, 3205287.71,    6529.28,       0.00,   53676.28,       0.00,       0.00
 2015166,10784741.43,  952217.96,  747294.42, 1086401.89,  822358.28,  600913.86,  168645.05,  609514.83,  773772.19,  790641.33,  989267.77, 3199858.48,    3865.55,       0.00,   38528.99,       0.00,       0.00
 2015167,10696774.10,  955669.82,  730898.95, 1086068.27,  818668.42,  595271.89,  161611.00,  601675.88,  751744.08,  784957.05,  971017.83, 3196432.67,    2674.60,       0.00,   38528.99,       0.00,       0.00
 2015168,10658194.63,  956147.01,  726143.23, 1085236.34,  825754.93,  577830.74,  161283.74,  584654.14,  748426.65,  786007.53,  969455.94, 3195757.30,    2674.60,       0.00,   37267.84,       0.00,       0.00
 2015169,10611997.61,  964128.17,  719365.73, 1079349.31,  825754.93,  577830.74,  161283.74,  584654.14,  731215.95,  786378.78,  944781.72, 3195757.30,    2674.60,       0.00,   37267.84,       0.00,       0.00
 2015170,10578495.11,  964146.60,  719413.39, 1079378.43,  826312.89,  561823.63,  154166.08,  549952.36,  745140.77,  786378.78,  963156.47, 3186767.35,    2703.63,       0.00,   37266.00,       0.00,       0.00
 2015171,10569975.37,  964146.60,  719533.24, 1070786.85,  832373.84,  562194.01,  151465.33,  552010.10,  736188.68,  786702.59,  965691.47, 3188291.85,    2703.63,       0.00,   36000.69,       0.00,       0.00
 2015172,10589260.52,  965155.33,  714142.87, 1071352.86,  853146.30,  559384.78,  148614.76,  570386.61,  733443.62,  788308.00,  952609.59, 3192125.00,    2703.63,       0.00,   36000.69,       0.00,       0.00
 2015173,10615357.43,  998325.08,  714142.87, 1071352.86,  853255.15,  559672.34,  148614.76,  564730.75,  735310.10,  787244.50,  949993.22, 3192125.00,    2703.63,       0.00,   36000.69,       0.00,       0.00
 2015174,10552987.98,  977300.51,  714142.87, 1071352.86,  853266.38,  524006.01,  155363.30,  575094.73,  724339.83,  778758.70,  952038.17, 3186733.82,    2703.63,       0.00,   36000.69,       0.00,       0.00
 2015175,10524053.08,  977297.23,  714024.66, 1071316.23,  853232.23,  524040.98,  155363.30,  575094.73,  718322.25,  778758.70,  930247.74, 3186733.82,    2703.63,       0.00,   35031.10,       0.00,       0.00
 2015176,10539604.92,  980166.55,  714000.75, 1074009.92,  863162.23,  531779.58,  157479.77,  590754.37,  705212.92,  778122.30,  918191.51, 3195544.94,    2703.63,       0.00,   26589.96,       0.00,       0.00
 2015177,10500700.43,  983695.76,  715756.78, 1075068.53,  850442.50,  520647.76,  157094.53,  586729.60,  689356.24,  779887.50,  918643.29, 3192197.86,    2703.63,       0.00,   26589.96,       0.00,       0.00
 2015178,10482388.79,  983695.76,  715756.78, 1075035.97,  850461.00,  520647.76,  157094.53,  586729.60,  687818.93,  779887.50,  901172.20, 3192197.86,    2703.63,       0.00,   27300.78,       0.00,       0.00
 2015179,10433357.82,  983721.42,  715756.78, 1075035.97,  850496.00,  509293.29,  157094.53,  557751.47,  685366.96,  780030.61,  895270.49, 3191570.79,    2703.63,       0.00,   27379.38,       0.00,       0.00
 2015180,10342526.15,  977868.51,  712021.59, 1068919.63,  835190.35,  502630.68,  147358.85,  548890.40,  679176.92,  762941.40,  891383.23, 3186095.63,    2703.63,       0.00,   25458.84,       0.00,       0.00
 2015181,10117381.35,  971286.89,  712021.59, 1064777.41,  811207.10,  431116.39,  143455.23,  535753.11,  620117.25,  760829.12,  849451.82, 3187628.10,    2703.63,       0.00,   25458.84,       0.00,       0.00
